ESP Time;Durchschnitt_L;Durchschnitt_R;Geschwindigkeit;Deichsel_Angle;Durchschnitt_L_SE;Durchschnitt_R_SE;Durchschnitt_L_SE2;Durchschnitt_R_SE2;Durchschnitt_L_Be_SE;Durchschnitt_R_Be_SE;Durchschnitt_L_Be_SE2;Durchschnitt_R_Be_SE2
3232;0.000000;0.000000;0.000000;82.839996;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
3330;0.000000;0.000000;0.000000;82.720001;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
3433;0.000000;0.000000;0.000000;82.599998;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
3533;0.000000;0.000000;0.000000;82.720001;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
3630;0.000000;0.000000;0.000000;82.379997;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
3730;0.000000;0.000000;0.000000;82.720001;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
3830;0.000000;0.000000;0.000000;82.720001;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
3930;0.000000;0.000000;0.000000;82.599998;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
4029;0.000000;0.000000;0.000000;82.659996;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
4132;0.000000;0.000000;0.000000;82.779999;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
4230;0.000000;0.000000;0.000000;82.660004;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
4331;0.000000;0.000000;0.000000;82.779999;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
4431;0.000000;0.000000;0.000000;82.559998;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
4530;0.000000;0.000000;0.000000;82.659996;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
4627;0.000000;0.000000;0.000000;82.660004;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
4727;0.000000;0.000000;0.000000;82.659996;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
4827;0.000000;0.000000;0.000000;82.659996;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
4927;0.000000;0.000000;0.000000;82.599998;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
5027;0.000000;0.000000;0.000000;82.600006;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
5127;0.000000;0.000000;0.000000;82.659996;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
5235;0.000000;0.000000;0.000000;82.779999;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
5352;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
5432;0.000000;0.000000;0.000000;82.900002;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
5532;0.000000;0.000000;0.000000;82.899994;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
5631;0.000000;0.000000;-0.416667;82.839996;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
5730;0.000000;0.000000;-0.416667;82.959999;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
5830;0.000000;0.000000;-0.416667;82.779999;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
5929;0.000000;0.000000;-0.416667;82.540001;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
6029;0.000000;0.000000;-0.416667;82.339996;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
6129;0.000000;0.000000;-0.416667;82.220001;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
6230;0.000000;0.000000;-0.416667;81.979996;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
6331;0.000000;0.000000;-0.416667;81.639999;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
6433;0.000000;0.000000;2.291667;81.479996;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
6534;0.000000;0.000000;2.291667;81.360001;0.000000;0.000000;0.000000;0.000000;4.000000;5.000000;0.000000;0.000000
6629;28.000000;29.000000;2.291667;81.300003;8.000000;8.000000;0.000000;0.000000;4.000000;5.000000;0.000000;0.000000
6733;28.000000;29.000000;2.291667;81.300003;8.000000;8.000000;0.000000;0.000000;4.000000;5.000000;0.000000;0.000000
6830;28.000000;29.000000;2.500000;81.119995;8.000000;8.000000;0.000000;0.000000;4.000000;5.000000;0.000000;0.000000
6932;28.000000;29.000000;2.500000;80.959999;8.000000;8.000000;0.000000;0.000000;4.000000;5.000000;0.000000;0.000000
7032;55.000000;58.000000;2.500000;80.740005;8.000000;8.000000;0.000000;0.000000;31.000000;34.000000;0.000000;0.000000
7129;80.000000;86.000000;2.500000;80.559998;33.000000;36.000000;0.000000;0.000000;31.000000;34.000000;0.000000;0.000000
7231;80.000000;86.000000;2.708333;80.399994;33.000000;36.000000;0.000000;0.000000;31.000000;34.000000;0.000000;0.000000
7331;83.000000;89.000000;2.708333;80.279999;35.000000;38.000000;0.000000;0.000000;32.000000;35.000000;0.000000;0.000000
7430;86.000000;91.000000;2.708333;80.059998;35.000000;38.000000;0.000000;0.000000;35.000000;37.000000;0.000000;0.000000
7529;86.000000;92.000000;2.708333;79.879997;35.000000;39.000000;0.000000;0.000000;35.000000;37.000000;0.000000;0.000000
7630;85.000000;90.000000;2.916667;79.940002;35.000000;38.000000;0.000000;0.000000;34.000000;36.000000;0.000000;0.000000
7732;81.000000;89.000000;2.916667;79.759995;33.000000;38.000000;0.000000;0.000000;32.000000;35.000000;0.000000;0.000000
7831;78.000000;85.000000;2.916667;79.639999;32.000000;36.000000;0.000000;0.000000;30.000000;33.000000;0.000000;0.000000
7927;76.000000;81.000000;2.916667;79.599998;32.000000;36.000000;0.000000;0.000000;30.000000;33.000000;0.000000;0.000000
8027;73.000000;78.000000;2.708333;79.479996;30.000000;32.000000;0.000000;0.000000;27.000000;30.000000;0.000000;0.000000
8127;68.000000;74.000000;2.708333;79.479996;27.000000;30.000000;0.000000;0.000000;25.000000;28.000000;0.000000;0.000000
8227;63.000000;68.000000;2.500000;79.419998;24.000000;26.000000;0.000000;0.000000;23.000000;26.000000;0.000000;0.000000
8327;63.000000;61.000000;2.500000;79.419998;20.000000;23.000000;0.000000;0.000000;20.000000;22.000000;0.000000;0.000000
8427;54.000000;59.000000;2.500000;79.379997;20.000000;23.000000;0.000000;0.000000;20.000000;22.000000;0.000000;0.000000
8529;50.000000;54.000000;2.083333;79.379997;18.000000;21.000000;0.000000;0.000000;16.000000;17.000000;0.000000;0.000000
8631;48.000000;51.000000;1.666667;79.479996;16.000000;18.000000;0.000000;0.000000;16.000000;17.000000;0.000000;0.000000
8735;43.000000;46.000000;1.666667;79.540001;14.000000;16.000000;0.000000;0.000000;13.000000;14.000000;0.000000;0.000000
8827;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
8930;42.000000;46.000000;1.250000;79.419998;14.000000;15.000000;0.000000;0.000000;14.000000;15.000000;0.000000;0.000000
9029;44.000000;52.000000;1.250000;79.379997;14.000000;17.000000;0.000000;0.000000;14.000000;15.000000;0.000000;0.000000
9134;47.000000;54.000000;1.250000;79.379997;16.000000;19.000000;0.000000;0.000000;15.000000;19.000000;0.000000;0.000000
9231;58.000000;63.000000;1.250000;79.419998;22.000000;24.000000;0.000000;0.000000;20.000000;23.000000;0.000000;0.000000
9330;64.000000;72.000000;1.250000;79.260002;25.000000;29.000000;0.000000;0.000000;23.000000;27.000000;0.000000;0.000000
9430;68.000000;76.000000;1.666667;79.260002;25.000000;29.000000;0.000000;0.000000;27.000000;31.000000;0.000000;0.000000
9532;77.000000;84.000000;1.666667;79.259995;30.000000;33.000000;0.000000;0.000000;31.000000;35.000000;0.000000;0.000000
9632;84.000000;92.000000;2.291667;79.260002;34.000000;38.000000;0.000000;0.000000;31.000000;35.000000;0.000000;0.000000
9730;86.000000;96.000000;2.291667;78.959999;36.000000;42.000000;0.000000;0.000000;34.000000;38.000000;0.000000;0.000000
9833;90.000000;103.000000;2.708333;78.679993;40.000000;45.000000;0.000000;0.000000;38.000000;42.000000;0.000000;0.000000
9931;96.000000;107.000000;2.708333;78.739998;40.000000;45.000000;0.000000;0.000000;40.000000;46.000000;0.000000;0.000000
10033;101.000000;111.000000;3.333333;78.619995;43.000000;48.000000;0.000000;0.000000;42.000000;47.000000;0.000000;0.000000
10133;102.000000;115.000000;3.333333;78.500000;44.000000;50.000000;0.000000;0.000000;42.000000;49.000000;0.000000;0.000000
10230;106.000000;117.000000;3.541667;78.459999;46.000000;51.000000;0.000000;0.000000;42.000000;49.000000;0.000000;0.000000
10330;105.000000;118.000000;3.541667;78.339996;45.000000;52.000000;0.000000;0.000000;44.000000;50.000000;0.000000;0.000000
10430;104.000000;117.000000;3.750000;78.279999;45.000000;52.000000;0.000000;0.000000;43.000000;49.000000;0.000000;0.000000
10532;104.000000;116.000000;3.750000;78.059998;45.000000;51.000000;0.000000;0.000000;43.000000;49.000000;0.000000;0.000000
10632;105.000000;116.000000;3.750000;78.120003;45.000000;51.000000;0.000000;0.000000;44.000000;49.000000;0.000000;0.000000
10732;102.000000;116.000000;3.750000;77.940002;44.000000;51.000000;0.000000;0.000000;42.000000;49.000000;0.000000;0.000000
10830;104.000000;117.000000;3.750000;78.000000;46.000000;52.000000;0.000000;0.000000;42.000000;49.000000;0.000000;0.000000
10931;108.000000;123.000000;3.750000;77.720001;46.000000;52.000000;0.000000;0.000000;44.000000;51.000000;0.000000;0.000000
11033;111.000000;127.000000;3.958333;77.600006;48.000000;56.000000;0.000000;0.000000;47.000000;55.000000;0.000000;0.000000
11131;117.000000;134.000000;3.958333;77.419998;51.000000;60.000000;0.000000;0.000000;50.000000;58.000000;0.000000;0.000000
11230;126.000000;142.000000;4.166667;77.320000;56.000000;64.000000;0.000000;0.000000;54.000000;62.000000;0.000000;0.000000
11327;132.000000;147.000000;4.166667;77.199997;59.000000;67.000000;0.000000;0.000000;57.000000;64.000000;0.000000;0.000000
11427;133.000000;148.000000;4.583333;77.199997;59.000000;67.000000;0.000000;0.000000;57.000000;64.000000;0.000000;0.000000
11527;134.000000;150.000000;4.583333;76.919998;60.000000;69.000000;0.000000;0.000000;58.000000;65.000000;0.000000;0.000000
11627;137.000000;154.000000;5.000000;76.759995;62.000000;70.000000;0.000000;0.000000;59.000000;68.000000;0.000000;0.000000
11727;141.000000;159.000000;5.000000;76.699997;64.000000;73.000000;0.000000;0.000000;61.000000;70.000000;0.000000;0.000000
11831;143.000000;165.000000;5.208333;76.800003;65.000000;76.000000;0.000000;0.000000;63.000000;73.000000;0.000000;0.000000
11927;145.000000;167.000000;5.208333;76.800003;65.000000;76.000000;0.000000;0.000000;64.000000;75.000000;0.000000;0.000000
12027;148.000000;174.000000;5.416667;76.419998;68.000000;79.000000;0.000000;0.000000;64.000000;75.000000;0.000000;0.000000
12127;155.000000;179.000000;5.416667;76.300003;72.000000;84.000000;0.000000;0.000000;67.000000;79.000000;0.000000;0.000000
12227;161.000000;186.000000;5.833333;76.120003;74.000000;87.000000;0.000000;0.000000;71.000000;83.000000;0.000000;0.000000
12327;167.000000;192.000000;5.833333;75.899994;77.000000;90.000000;0.000000;0.000000;74.000000;86.000000;0.000000;0.000000
12431;171.000000;196.000000;6.041667;75.720001;77.000000;90.000000;0.000000;0.000000;78.000000;90.000000;0.000000;0.000000
12527;175.000000;0.000000;0.000000;0.000000;0.000000;95.000000;0.000000;0.000000;79.000000;92.000000;0.000000;0.000000
12634;176.000000;203.000000;6.666667;75.440002;81.000000;95.000000;0.000000;0.000000;79.000000;92.000000;0.000000;0.000000
12732;177.000000;206.000000;6.666667;75.040009;82.000000;98.000000;0.000000;0.000000;79.000000;92.000000;0.000000;0.000000
12831;180.000000;210.000000;6.875000;74.940002;82.000000;100.000000;0.000000;0.000000;79.000000;94.000000;0.000000;0.000000
12932;181.000000;211.000000;6.875000;74.699997;85.000000;100.000000;0.000000;0.000000;80.000000;95.000000;0.000000;0.000000
13032;182.000000;211.000000;7.083333;74.540001;86.000000;101.000000;0.000000;0.000000;80.000000;94.000000;0.000000;0.000000
13133;179.000000;210.000000;7.083333;74.479996;83.000000;99.000000;0.000000;0.000000;80.000000;94.000000;0.000000;0.000000
13233;177.000000;204.000000;6.875000;74.300003;81.000000;96.000000;0.000000;0.000000;80.000000;95.000000;0.000000;0.000000
13332;174.000000;200.000000;6.875000;74.199997;77.000000;92.000000;0.000000;0.000000;77.000000;92.000000;0.000000;0.000000
13432;166.000000;196.000000;6.458333;74.300003;77.000000;92.000000;0.000000;0.000000;73.000000;88.000000;0.000000;0.000000
13531;158.000000;189.000000;6.458333;74.260002;72.000000;88.000000;0.000000;0.000000;70.000000;85.000000;0.000000;0.000000
13631;151.000000;180.000000;6.250000;74.199997;70.000000;85.000000;0.000000;0.000000;65.000000;79.000000;0.000000;0.000000
13730;146.000000;173.000000;6.250000;74.360001;67.000000;81.000000;0.000000;0.000000;63.000000;76.000000;0.000000;0.000000
13830;141.000000;166.000000;5.625000;75.040001;64.000000;77.000000;0.000000;0.000000;61.000000;73.000000;0.000000;0.000000
13932;141.000000;166.000000;5.625000;74.819992;64.000000;77.000000;0.000000;0.000000;61.000000;73.000000;0.000000;0.000000
14033;139.000000;165.000000;5.625000;74.700005;63.000000;76.000000;0.000000;0.000000;60.000000;73.000000;0.000000;0.000000
14129;143.000000;169.000000;5.625000;74.639999;65.000000;78.000000;0.000000;0.000000;62.000000;75.000000;0.000000;0.000000
14230;150.000000;178.000000;5.625000;74.639999;68.000000;82.000000;0.000000;0.000000;66.000000;80.000000;0.000000;0.000000
14329;159.000000;191.000000;5.625000;74.700005;68.000000;82.000000;0.000000;0.000000;70.000000;86.000000;0.000000;0.000000
14429;164.000000;194.000000;5.833333;74.700005;73.000000;89.000000;0.000000;0.000000;75.000000;89.000000;0.000000;0.000000
14529;168.000000;198.000000;5.833333;74.760002;77.000000;93.000000;0.000000;0.000000;75.000000;89.000000;0.000000;0.000000
14631;172.000000;205.000000;6.250000;74.819992;79.000000;96.000000;0.000000;0.000000;77.000000;93.000000;0.000000;0.000000
14730;177.000000;211.000000;6.250000;75.040001;82.000000;99.000000;0.000000;0.000000;79.000000;96.000000;0.000000;0.000000
14831;179.000000;218.000000;6.666667;75.160004;84.000000;103.000000;0.000000;0.000000;81.000000;99.000000;0.000000;0.000000
14931;182.000000;225.000000;6.666667;75.160004;88.000000;107.000000;0.000000;0.000000;82.000000;102.000000;0.000000;0.000000
15030;191.000000;225.000000;6.666667;75.160004;88.000000;107.000000;0.000000;0.000000;87.000000;105.000000;0.000000;0.000000
15127;195.000000;232.000000;7.083333;75.379997;92.000000;111.000000;0.000000;0.000000;87.000000;105.000000;0.000000;0.000000
15227;200.000000;236.000000;7.500000;75.559998;95.000000;113.000000;0.000000;0.000000;89.000000;107.000000;0.000000;0.000000
15327;204.000000;242.000000;7.500000;75.839996;96.000000;115.000000;0.000000;0.000000;92.000000;111.000000;0.000000;0.000000
15427;206.000000;244.000000;7.708333;76.120003;96.000000;115.000000;0.000000;0.000000;94.000000;113.000000;0.000000;0.000000
15527;207.000000;248.000000;7.708333;76.419998;97.000000;117.000000;0.000000;0.000000;94.000000;115.000000;0.000000;0.000000
15627;208.000000;250.000000;7.916667;76.699997;98.000000;119.000000;0.000000;0.000000;94.000000;115.000000;0.000000;0.000000
15727;213.000000;256.000000;7.916667;77.040001;101.000000;123.000000;0.000000;0.000000;96.000000;117.000000;0.000000;0.000000
15831;215.000000;256.000000;8.333333;77.479996;103.000000;124.000000;0.000000;0.000000;98.000000;117.000000;0.000000;0.000000
15927;226.000000;266.000000;8.333333;78.279999;103.000000;124.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
16032;226.000000;266.000000;8.541666;78.520004;106.000000;127.000000;0.000000;0.000000;104.000000;123.000000;0.000000;0.000000
16134;232.000000;271.000000;8.541666;78.860001;110.000000;130.000000;0.000000;0.000000;104.000000;125.000000;0.000000;0.000000
16232;237.000000;276.000000;9.166666;79.539993;112.000000;132.000000;0.000000;0.000000;106.000000;125.000000;0.000000;0.000000
16330;237.000000;280.000000;9.166666;80.399994;117.000000;136.000000;0.000000;0.000000;109.000000;128.000000;0.000000;0.000000
16431;246.000000;283.000000;9.375000;80.620003;117.000000;136.000000;0.000000;0.000000;113.000000;131.000000;0.000000;0.000000
16532;255.000000;289.000000;9.375000;81.239998;121.000000;139.000000;0.000000;0.000000;118.000000;134.000000;0.000000;0.000000
16630;265.000000;296.000000;9.375000;81.600006;126.000000;142.000000;0.000000;0.000000;123.000000;138.000000;0.000000;0.000000
16731;274.000000;303.000000;10.000000;82.440002;130.000000;145.000000;0.000000;0.000000;128.000000;142.000000;0.000000;0.000000
16833;284.000000;312.000000;10.625000;82.899994;136.000000;150.000000;0.000000;0.000000;132.000000;146.000000;0.000000;0.000000
16932;290.000000;317.000000;10.625000;83.580002;142.000000;150.000000;0.000000;0.000000;132.000000;146.000000;0.000000;0.000000
17032;294.000000;320.000000;11.250000;84.080002;142.000000;155.000000;0.000000;0.000000;136.000000;149.000000;0.000000;0.000000
17129;302.000000;329.000000;11.250000;84.759995;146.000000;160.000000;0.000000;0.000000;140.000000;153.000000;0.000000;0.000000
17233;312.000000;339.000000;12.083333;85.120003;152.000000;166.000000;0.000000;0.000000;144.000000;157.000000;0.000000;0.000000
17334;321.000000;343.000000;12.083333;85.500000;157.000000;171.000000;0.000000;0.000000;148.000000;161.000000;0.000000;0.000000
17431;326.000000;354.000000;12.499999;85.799995;157.000000;171.000000;0.000000;0.000000;152.000000;166.000000;0.000000;0.000000
17530;326.000000;354.000000;12.499999;86.239998;158.000000;172.000000;0.000000;0.000000;152.000000;166.000000;0.000000;0.000000
17631;339.000000;365.000000;13.124999;86.660004;164.000000;177.000000;0.000000;0.000000;159.000000;172.000000;0.000000;0.000000
17732;349.000000;374.000000;13.124999;86.919998;169.000000;182.000000;0.000000;0.000000;164.000000;176.000000;0.000000;0.000000
17830;357.000000;380.000000;13.749999;87.279999;173.000000;185.000000;0.000000;0.000000;168.000000;179.000000;0.000000;0.000000
17931;361.000000;384.000000;13.749999;87.779999;173.000000;185.000000;0.000000;0.000000;172.000000;183.000000;0.000000;0.000000
18031;370.000000;394.000000;14.583333;88.080002;182.000000;193.000000;0.000000;0.000000;172.000000;183.000000;0.000000;0.000000
18129;381.000000;401.000000;14.583333;88.460007;186.000000;196.000000;0.000000;0.000000;179.000000;189.000000;0.000000;0.000000
18231;383.000000;402.000000;15.208333;88.579994;188.000000;197.000000;0.000000;0.000000;179.000000;189.000000;0.000000;0.000000
18330;395.000000;412.000000;15.208333;88.759995;194.000000;202.000000;0.000000;0.000000;185.000000;194.000000;0.000000;0.000000
18432;404.000000;420.000000;15.833333;89.040001;194.000000;202.000000;0.000000;0.000000;190.000000;197.000000;0.000000;0.000000
18533;407.000000;424.000000;15.833333;89.440002;198.000000;207.000000;0.000000;0.000000;193.000000;201.000000;0.000000;0.000000
18632;413.000000;439.000000;16.458332;89.680008;204.000000;213.000000;0.000000;0.000000;203.000000;201.000000;0.000000;0.000000
18727;432.000000;447.000000;16.458332;89.760002;213.000000;221.000000;0.000000;0.000000;203.000000;210.000000;0.000000;0.000000
18827;439.000000;451.000000;16.458332;90.000000;216.000000;222.000000;0.000000;0.000000;207.000000;213.000000;0.000000;0.000000
18927;444.000000;456.000000;17.083332;90.400002;216.000000;222.000000;0.000000;0.000000;212.000000;218.000000;0.000000;0.000000
19027;456.000000;465.000000;18.125000;90.520004;222.000000;226.000000;0.000000;0.000000;218.000000;223.000000;0.000000;0.000000
19127;460.000000;468.000000;18.125000;90.619995;226.000000;230.000000;0.000000;0.000000;218.000000;222.000000;0.000000;0.000000
19231;470.000000;477.000000;18.750000;90.740005;231.000000;234.000000;0.000000;0.000000;223.000000;227.000000;0.000000;0.000000
19327;470.000000;485.000000;18.750000;90.800003;238.000000;242.000000;0.000000;0.000000;223.000000;227.000000;0.000000;0.000000
19427;481.000000;492.000000;19.375000;90.860001;242.000000;242.000000;0.000000;0.000000;227.000000;230.000000;0.000000;0.000000
19527;492.000000;498.000000;19.375000;90.860001;242.000000;246.000000;0.000000;0.000000;234.000000;236.000000;0.000000;0.000000
19636;497.000000;500.000000;20.000000;90.860001;244.000000;245.000000;0.000000;0.000000;237.000000;239.000000;0.000000;0.000000
19727;0.000000;0.000000;0.000000;0.000000;0.000000;247.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19830;505.000000;507.000000;20.208332;90.979996;248.000000;249.000000;0.000000;0.000000;241.000000;242.000000;0.000000;0.000000
19931;506.000000;507.000000;20.208332;90.740005;248.000000;249.000000;0.000000;0.000000;241.000000;242.000000;0.000000;0.000000
20031;503.000000;504.000000;20.833332;90.740005;249.000000;249.000000;0.000000;0.000000;238.000000;239.000000;0.000000;0.000000
20133;503.000000;506.000000;20.833332;90.740005;250.000000;252.000000;0.000000;0.000000;237.000000;238.000000;0.000000;0.000000
20231;496.000000;501.000000;20.625000;90.740005;245.000000;248.000000;0.000000;0.000000;235.000000;237.000000;0.000000;0.000000
20331;492.000000;492.000000;20.625000;90.580002;245.000000;243.000000;0.000000;0.000000;233.000000;233.000000;0.000000;0.000000
20432;487.000000;488.000000;20.625000;90.680000;243.000000;243.000000;0.000000;0.000000;228.000000;229.000000;0.000000;0.000000
20532;482.000000;484.000000;20.625000;90.679993;238.000000;239.000000;0.000000;0.000000;228.000000;229.000000;0.000000;0.000000
20631;477.000000;478.000000;20.000000;90.680000;234.000000;235.000000;0.000000;0.000000;227.000000;227.000000;0.000000;0.000000
20732;472.000000;471.000000;20.000000;90.559998;233.000000;232.000000;0.000000;0.000000;223.000000;223.000000;0.000000;0.000000
20832;461.000000;465.000000;19.375000;90.680000;227.000000;229.000000;0.000000;0.000000;218.000000;220.000000;0.000000;0.000000
20934;458.000000;454.000000;19.375000;91.040009;221.000000;222.000000;0.000000;0.000000;215.000000;216.000000;0.000000;0.000000
21032;448.000000;454.000000;19.375000;90.860001;221.000000;222.000000;0.000000;0.000000;211.000000;212.000000;0.000000;0.000000
21131;449.000000;450.000000;18.958332;90.919998;222.000000;222.000000;0.000000;0.000000;211.000000;212.000000;0.000000;0.000000
21231;448.000000;451.000000;18.541666;90.919998;221.000000;223.000000;0.000000;0.000000;211.000000;212.000000;0.000000;0.000000
21331;454.000000;453.000000;18.541666;91.139999;224.000000;224.000000;0.000000;0.000000;214.000000;213.000000;0.000000;0.000000
21432;462.000000;462.000000;18.750000;91.199997;229.000000;224.000000;0.000000;0.000000;217.000000;216.000000;0.000000;0.000000
21529;462.000000;463.000000;18.750000;91.259995;229.000000;230.000000;0.000000;0.000000;217.000000;217.000000;0.000000;0.000000
21632;462.000000;466.000000;18.750000;91.139999;229.000000;229.000000;0.000000;0.000000;217.000000;217.000000;0.000000;0.000000
21730;467.000000;467.000000;18.750000;91.199997;230.000000;230.000000;0.000000;0.000000;221.000000;221.000000;0.000000;0.000000
21830;467.000000;468.000000;18.958332;91.300003;228.000000;229.000000;0.000000;0.000000;221.000000;223.000000;0.000000;0.000000
21931;466.000000;469.000000;18.958332;91.300003;228.000000;229.000000;0.000000;0.000000;222.000000;224.000000;0.000000;0.000000
22033;472.000000;474.000000;19.166666;91.360001;231.000000;231.000000;0.000000;0.000000;225.000000;227.000000;0.000000;0.000000
22132;474.000000;476.000000;19.166666;91.239998;233.000000;234.000000;0.000000;0.000000;225.000000;226.000000;0.000000;0.000000
22227;480.000000;478.000000;19.375000;91.360001;237.000000;236.000000;0.000000;0.000000;225.000000;226.000000;0.000000;0.000000
22327;485.000000;483.000000;19.375000;91.239998;242.000000;241.000000;0.000000;0.000000;227.000000;226.000000;0.000000;0.000000
22427;486.000000;485.000000;19.583332;91.360001;242.000000;241.000000;0.000000;0.000000;228.000000;228.000000;0.000000;0.000000
22527;484.000000;482.000000;19.583332;91.300003;238.000000;238.000000;0.000000;0.000000;230.000000;228.000000;0.000000;0.000000
22627;486.000000;486.000000;20.000000;91.239998;240.000000;240.000000;0.000000;0.000000;230.000000;230.000000;0.000000;0.000000
22731;489.000000;491.000000;20.000000;91.300003;241.000000;242.000000;0.000000;0.000000;232.000000;233.000000;0.000000;0.000000
22827;494.000000;495.000000;20.208332;91.419998;243.000000;244.000000;0.000000;0.000000;235.000000;235.000000;0.000000;0.000000
22927;494.000000;495.000000;20.208332;91.259995;243.000000;244.000000;0.000000;0.000000;235.000000;235.000000;0.000000;0.000000
23027;507.000000;508.000000;20.416666;91.239998;251.000000;251.000000;0.000000;0.000000;240.000000;241.000000;0.000000;0.000000
23127;507.000000;507.000000;20.416666;91.300003;249.000000;249.000000;0.000000;0.000000;242.000000;242.000000;0.000000;0.000000
23227;512.000000;511.000000;20.833332;91.139999;252.000000;251.000000;0.000000;0.000000;244.000000;244.000000;0.000000;0.000000
23327;513.000000;512.000000;20.833332;91.300003;253.000000;253.000000;0.000000;0.000000;245.000000;245.000000;0.000000;0.000000
23427;514.000000;514.000000;21.250000;91.240005;253.000000;253.000000;0.000000;0.000000;245.000000;245.000000;0.000000;0.000000
